"location","source","target"
"","Nível de ensino concluído","Level of education completed"
"","Nacionalidade","Nationality"
"","Estado Civil","Marital status"
"","Tens filhos?","Do you have children?"
"","Número de filhos","Number of children"
"","Número de telemóvel - Código do país","Mobile number - country code"
"","Número de telemóvel ","Mobile number"
"","Morada","Address"
"","Codigo Postal","Zip Code"
"","Cidade","City"
"","Distrito/Estado","District/State"
"","País","Country"
"","Morada Alternativa","Address (alternative)"
"","Codigo Postal Alternativo","Zip Code (alternative address)"
"","Cidade Alternativa","City (alternative address)"
"","Distrito/Estado Alternativo","District/State (alternative address)"
"","Dentro destas atividades, quais é que tens interesse e com que frequência praticas?","Which ones interest you the most and how often do you practice?"
"","Em que redes sociais possuis contas","In what social networks do you have an account?"
"","Qual a tua situação laboral?","What is your employment status?"
"","Qual a tua profissão?","What is your occupation?"
"","Morada (local de trabalho)","Address (workplace)"
"","Codigo Postal (local de trabalho)","Zip Code (workplace)"
"","Cidade (local de trabalho)","City (workplace)"
"","Distrito/Estado (local de trabalho)","State (workplace)"
"","Como te sentes com produtos novos?","How do you feel about new products?"
"","Eu prefiro fazer compras: ","I prefer to shop:"
"","Telemóvel/Smartphone","Mobile phone/smartphone"
"","Computador","Computer"
"","Jogos/consolas","Games / Game consoles"
"","Leitor de mp3","MP3 player"
"","Blogs","Blogs"
"","Qual a dimensão da tua família próxima?","What is the size of your close family?"
"","Qual a dimensão do teu círculo de amigos (a quem te sentes confortável em dizer segredos)?","What is the size of your circle of friends (whom you feel comfortable in telling secrets)?"
"","Qual a dimensão do teu círculo de colegas de trabalho?","What is the size of your coworkers cicle?"
"","Qual a dimensão do teu círculo de conhecimentos (quando os vês na rua, tens com eles um conversa longa)?","What is the size of your circle of contacts (when you see them on the street, do you have a long conversation with them)?"
"","Se fores fazer alguma actividade com os teus amigos como é tomada a decisão?","You and your friends decide to do an activity. How is this decision made?"
"","1. How many weight loss diets have you done in the last 12 months?","1. How many weight loss diets have you done in the last 12 months?"
"","2. What leads you to get involved in a weight loss diet program? ","2. What leads you to get involved in a weight loss diet program? "
"","3. Who encourages you to do a weight loss diet?","3. Who encourages you to do a weight loss diet?"
"","4. How long do those weight loss diets take? ","4. How long do those weight loss diets take? "
"","5. How much weight do you want to lose with a weight loss diet? ","5. How much weight do you want to lose with a weight loss diet? "
"","6. At that time of the year do you usually take your diet?","6. At that time of the year do you usually take your diet?"
"","7. What do you usually do to lose weight? ","7. What do you usually do to lose weight? "
"","8. Are you satisfied with the results of the weight loss diets you've done?","8. Are you satisfied with the results of the weight loss diets you've done?"
"","9. What usually fails in the weight loss diets you've done? ","9. What usually fails in the weight loss diets you've done? "
"","10. Which features are most valuable to you in a product that helps you to lose weight?","10. Which features are most valuable to you in a product that helps you to lose weight?"
"","11. Which weight loss products do you know?","11. Which weight loss products do you know?"
"","12. Have you used any one of these products in the last 24 months? ","12. Have you used any one of these products in the last 24 months? "
"","13. If you did not use any, are you planning to?","13. If you did not use any, are you planning to?"
"","13.1. If yes, which one?","13.1. If yes, which one?"
"","14. Do you know the XLS Medical TV campaign?","14. Do you know the XLS Medical TV campaign?"
"","16. Do you identify yourself with the image of the campaign?","16. Do you identify yourself with the image of the campaign?"
"","17. After watching the movie, would you buy the product?","17. After watching the movie, would you buy the product?"
"","18. Why?","18. Why?"
"","1. Do you see any of these signs of aging? ","1. Do you see any of these signs of aging? "
"","2. Do you use anti-aging cosmetic products? ","2. Do you use anti-aging cosmetic products? "
"","3. If so, where do you buy them? ","3. If so, where do you buy them? "
"","4. If so, what brands did you use in the last 6 months? ","4. If so, what brands did you use in the last 6 months? "
"","5. What feature do you value the most in an anti-aging product? ","5. What feature do you value the most in an anti-aging product? "
"","6. How much would you be willing to pay for a cosmetic anti-aging product? ","6. How much would you be willing to pay for a cosmetic anti-aging product? "
"","7. Would you like to try an innovative cosmetic anti-aging product? ","7. Would you like to try an innovative cosmetic anti-aging product? "
"","8. Why do you think you should be selected for this campaign? ","8. Why do you think you should be selected for this campaign? "
"","Aproveita e recomenda aos teus amigos:","Enjoy and recommend it to your friends:"
