"location","source","target"
"views/welcomeEmail/default.php:91","Para terminar clica no link seguinte para confirmares a criação  da tua conta:","Para terminar, por favor clique no link seguinte para confirmar a criação de sua conta:"
"views/welcomeEmail/default.php:94","Aproveita e activa este  e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos  e a participar nas Campanhas e WOMCasts que temos para ti.","Aproveite e ative esse email como &ldquo;Safe/Not junk&rdquo; para poder continuar recebendo nossos emails e participando das Campanhas e WOMCasts que temos para você."
"views/welcomeEmail/default.php:114","Por favor não respondas para  este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres  alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um  e-mail para:","Por favor não responda para esse endereço de email. Esse endereço é gerado automaticamente. Se você tiver alguma dúvida sobre a sua conta, ou acontecer algum erro, por favor envie um email para: "
"views/welcomeEmail/default.php:114","Recomendamos que incluas o e-mail %s &nbsp;no teu livro de endereços (address  book).",""
"views/welcomeEmail/default.php:114","Deste modo, evitarás que as mensagens que te enviamos desde %s&nbsp;sejam movidas por erro para a pasta de  correio não desejado do teu e-mail.","Desse jeito, você irá evitar que os emails que lhe enviamos desde %s&nbsp;sejam movidos por engano para a pasta de  correio spam de seu email."
"views/welcomeEmail/default.php:114","Desta forma nunca perderás uma das nossas  campanhas ou WOMCasts.","Desse jeito, você jamais perderá uma de nossas  campanhas ou WOMCasts."
"views/womworld/default.php:53","Comunidades no mundo:","WOM no mundo"
"views/womworld/default.php:62","País:","País:"
"views/womworld/default.php:63","Embaixadores:","Embaixadores:"
"views/womworld/default.php:83 views/womworld/default.php:91","brevemente","brevemente"
"views/womworld/default.php:99","aberto","aberto"
"views/zOffline/default.php:38 views/zOffline/show_offline_message.php:38","Este site encontra-se temporariamente indisponível para manutenção.","Este site encontra-se temporariamente indisponível para manutenção."
"views/zOffline/default.php:39 views/zOffline/show_offline_message.php:39","Lamentamos qualquer inconveniente.","Lamentamos qualquer inconveniente."
"views/zOffline/default.php:40 views/zOffline/show_offline_message.php:40","Por favor volte mais tarde.","Por favor volte mais tarde."
"views/zOffline/special_login.php:59","Login:","Logon:"
"views/zOffline/special_login.php:67","Password:","Senha"
"zzzHtmlSnapshots/survey.php:362 zzzHtmlSnapshots/survey.php:393","Localização","Localização"
"zzzHtmlSnapshots/survey.php:429 zzzHtmlSnapshots/survey.php:460","Interesses","Interesses"
"","Clica na foto para actualizar","Clique na foto para atualizar"
"","Data de nascimento ","Data de nascimento "
"","Nível de ensino concluído","Nível de ensino concluído"
"","Nacionalidade","Nacionalidade"
"","Estado Civil","Estado Civil"
"","Tens filhos?","Tens filhos?"
"","Número de filhos","Número de filhos"
"","Número de telemóvel - Código do país","Número de celular – código do país"
"","Número de telemóvel ","Número de celular"
"","Morada","Endereço"
"","Codigo Postal","CEP"
"","Cidade","Cidade"
"","Distrito/Estado","Distrito/Estado"
"","País","País"
"","Morada Alternativa","Endereço alternativo"
"","Codigo Postal Alternativo","CEP alternativo"
"","Cidade Alternativa","Cidade alternativo"
"","Distrito/Estado Alternativo","Distrito/Estado alternativo"
"","Dentro destas atividades, quais é que tens interesse e com que frequência praticas?","Dessas atividades, quais lhe interessam e quão frequentemente você as pratica?"
"","Em que redes sociais possuis contas","Em que redes sociais você tem conta"
"","Qual a tua situação laboral?","Qual é sua situação de trabalho?"
"","Qual a tua profissão?","Qual é sua profissão?"
"","Morada (local de trabalho)","Endereço (local de trabalho)"
"","Codigo Postal (local de trabalho)","CEP (local de trabalho)"
"","Cidade (local de trabalho)","Cidade (local de trabalho)"
"","Distrito/Estado (local de trabalho)","Distrito/Estado (local de trabalho)"
"","Como te sentes com produtos novos?","Como você se sente com produtos novos?"
"","Eu prefiro fazer compras: ","Eu prefiro fazer compras: "
"","Telemóvel/Smartphone","Celular/Smartphone"
"","Computador","Computador"
"","Jogos/consolas","Jogos/consoles"
"","Leitor de mp3","Leitor de MP3"
"","Blogs","Blogs"
"","Qual a dimensão da tua família próxima?","Qual é a dimensão de sua família próxima?"
"","Qual a dimensão do teu círculo de amigos (a quem te sentes confortável em dizer segredos)?","Qual é a dimensão de seu círculo de amigos (com quem você se sente confortável para contar segredos)?"
"","Qual a dimensão do teu círculo de colegas de trabalho?","Qual é a dimensão de seu círculo de colegas de trabalho?"
"","Qual a dimensão do teu círculo de conhecimentos (quando os vês na rua, tens com eles um conversa longa)?","Qual é a dimensão de seu círculo de pessoas conhecidas (quando você as encontra na rua, tem uma conversa longa com elas)?"
"","Se fores fazer alguma actividade com os teus amigos como é tomada a decisão?","Se fizer alguma atividade com seus amigos, como é tomada a decisão?"
"","1. How many weight loss diets have you done in the last 12 months?","1.	Quantas dietas de emagrecimento você fez nos últimos 12 meses? "
"","2. What leads you to get involved in a weight loss diet program? ","2.	O que leva você a fazer uma dieta de emagrecimento? "
"","3. Who encourages you to do a weight loss diet?","3. Quem encoraja você para fazer uma dieta de emagrecimento? "
"","4. How long do those weight loss diets take? ","4. Qual a duração dessas dietas de emagrecimento? "
"","5. How much weight do you want to lose with a weight loss diet? ","5. Quantos quilos você quer perder com uma dieta de emagrecimento? "
"","6. At that time of the year do you usually take your diet?","6. Em que altura do ano você geralmente faz dieta? "
"","7. What do you usually do to lose weight? ","7. O que você faz usualmente para perder peso? "
"","8. Are you satisfied with the results of the weight loss diets you've done?","8. Você está satisfeito com os resultados das dietas de emagrecimento que tem feito? "
"","9. What usually fails in the weight loss diets you've done? ","9. O que falha geralmente nas dietas de emagrecimento que você tem feito? "
"","10. Which features are most valuable to you in a product that helps you to lose weight?","10. Que características você mais aprecia num produto que ajuda a perder peso? "
"","11. Which weight loss products do you know?","11. Quais os produtos que você conhece para perder peso? "
"","12. Have you used any one of these products in the last 24 months? ","12. Você usou algum desses produtos nos últimos 24 meses? "
"","13. If you did not use any, are you planning to?","13. Se não usou, está pensando usar?"
"","13.1. If yes, which one?","13.1. Se respondeu Sim, qual?"
"","14. Do you know the XLS Medical TV campaign?","14. Você conhece a campanha de TV do XLS Medical?"
"","Now watch this movie:<br/><br/><br/><center> <iframe src=""http://player.vimeo.com/video/39432291"" width=""500"" height=""375"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe></center><br/><br/><br/>15. Do you consider this campaign to be:","Veja esse filme agora:<br/><br/><br/><center> <iframe src=""http://player.vimeo.com/video/39432291"" width=""500"" height=""375"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe></center><br/><br/><br/>15. Você acha a campanha:"
"","16. Do you identify yourself with the image of the campaign?","16. Você se identifica com a imagem da campanha?"
"","17. After watching the movie, would you buy the product?","17. Depois que viu o filme, você ficou com vontade de comprar o produto?"
"","18. Why?","18. Por quê?"
"","1. Do you see any of these signs of aging? ","1.	Você mostra algum desses sinais de envelhecimento? "
"","2. Do you use anti-aging cosmetic products? ","2.	Você usa produtos de cosmética anti-envelhecimento? "
"","3. If so, where do you buy them? ","3.	Se respondeu Sim, onde compra habitualmente? "
"","4. If so, what brands did you use in the last 6 months? ","4.	Se respondeu Sim, que marcas você usou nos últimos 6 meses? "
"","5. What feature do you value the most in an anti-aging product? ","5.	Que característica principal você procura em um produto de cosmética anti-envelhecimento? "
"","6. How much would you be willing to pay for a cosmetic anti-aging product? ","6.	Quanto você aceitaria pagar por um produto de cosmética anti-envelhecimento? "
"","7. Would you like to try an innovative cosmetic anti-aging product? ","7.	Você gostaria de experimentar um produto inovador de cosmética anti-envelhecimento? "
"","8. Why do you think you should be selected for this campaign? ","8.	Por que você acha que deve ser selecionada para essa campanha? "
"","Cell phone/Smartphone","Cell phone/Smartphone"
"","Computer","Computer"
"","Aproveita e recomenda aos teus amigos:","Aproveite e recomende a seus amigos:"
"","Escolhe o teu país:","Escolha seu país"
"","página","página"
