"location","source","target"
"views/tellafriend/email_set_recipients.php:20","para usares o teu editor de email ou (2) preenche os campos.","para que puedas usar tu editor de email o entonces (2) rellhena los campos."
"views/tellafriend/send_email.php:16","Obrigado por partilhar com os teus amigos!","¡Gracias por compartir con tus amigos!"
"views/welcomeEmail/default.php:89","Obrigado pelo tempo que dispensaste para aderir à comunidade","Gracias por el tiempo que has empleado para unirte a la comunidad"
"views/welcomeEmail/default.php:91","Para terminar clica no link seguinte para confirmares a criação  da tua conta:","Para terminar, haz clic en el siguiente enlace para confirmar la creación de tu cuenta: "
"views/welcomeEmail/default.php:94","Aproveita e activa este  e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos  e a participar nas Campanhas e WOMCasts que temos para ti.","Aprovecha y activa este correo electrónico como ""Seguro / No spam"" para que puedas seguir recibiendo correos electrónicos nuestros y participar en las campañas y WOMCasts que tenemos para ti."
"views/welcomeEmail/default.php:114","Por favor não respondas para  este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres  alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um  e-mail para:","No respondas a este correo electrónico. Este mensaje se ha generado automáticamente. Si tienes alguna pregunta sobre tu cuenta o quieres notificar algún error, envía un correo electrónico a:"
"views/welcomeEmail/default.php:114","Recomendamos que incluas o e-mail %s &nbsp;no teu livro de endereços (address  book).",""
"views/welcomeEmail/default.php:114","Deste modo, evitarás que as mensagens que te enviamos desde %s&nbsp;sejam movidas por erro para a pasta de  correio não desejado do teu e-mail.","De esta manera, se evita que los mensajes que envíen desde %s se muevan por error a la carpeta de correo no deseado del correo electrónico."
"views/welcomeEmail/default.php:114","Desta forma nunca perderás uma das nossas  campanhas ou WOMCasts.","Así nunca te perderás ninguna de nuestras campañas o WOMCasts."
"views/womworld/default.php:53","Comunidades no mundo:","Las comunidades en el mundo:"
"views/womworld/default.php:62","País:","país:"
"views/womworld/default.php:63","Embaixadores:","Embajadores:"
"views/womworld/default.php:83 views/womworld/default.php:91","brevemente","pronto"
"views/womworld/default.php:99","aberto","abierto"
"views/zOffline/default.php:38 views/zOffline/show_offline_message.php:38","Este site encontra-se temporariamente indisponível para manutenção.","Este sitio está temporalmente fuera de servicio por mantenimiento."
"views/zOffline/default.php:39 views/zOffline/show_offline_message.php:39","Lamentamos qualquer inconveniente.","Nos disculpamos por cualquier inconveniente."
"views/zOffline/default.php:40 views/zOffline/show_offline_message.php:40","Por favor volte mais tarde.","Por favor, vuelva más tarde."
"views/zOffline/special_login.php:59","Login:","iniciar sesión:"
"views/zOffline/special_login.php:67","Password:","Contraseña:"
"zzzHtmlSnapshots/survey.php:362 zzzHtmlSnapshots/survey.php:393","Localização","Localización"
"zzzHtmlSnapshots/survey.php:429 zzzHtmlSnapshots/survey.php:460","Interesses","Intereses"
"","Clica na foto para actualizar","Haz clic en la foto para actualizar"
"","Data de nascimento ","Fecha de nacimiento"
"","Nível de ensino concluído","Nivel de estudios terminados"
"","Nacionalidade","Nacionalidad"
"","Estado Civil","Estado civil"
"","Tens filhos?","¿Tienes hijos?"
"","Número de filhos","Número de hijos"
"","Número de telemóvel - Código do país","Número de teléfono móvil - código de país"
"","Número de telemóvel ","Número de teléfono móvil"
"","Morada","Dirección (residencia)"
"","Codigo Postal","Código Postal (residencia)"
"","Cidade","Ciudad (residencia)"
"","Distrito/Estado","Distrito/Estado (residencia)"
"","País","País (residencia)"
"","Morada Alternativa","Dirección (alternativa)"
"","Codigo Postal Alternativo","Código postal (dirección alternativa)"
"","Cidade Alternativa","Ciudad (dirección alternativa)"
"","Distrito/Estado Alternativo","Estado (dirección alternativa)"
"","Dentro destas atividades, quais é que tens interesse e com que frequência praticas?","Dentro de estas actividades, ¿cuáles son las que más te interesan y con qué frecuencia las practicas?"
"","Em que redes sociais possuis contas","¿En qué redes sociales tienes cuenta?"
"","Qual a tua situação laboral?","¿Cuál es tu situación laboral?"
"","Qual a tua profissão?","¿Cuál es tu ocupación?"
"","Morada (local de trabalho)","Dirección (lugar de trabajo)"
"","Codigo Postal (local de trabalho)","Código postal (lugar de trabajo)"
"","Cidade (local de trabalho)","Ciudad (lugar de trabajo)"
"","Distrito/Estado (local de trabalho)","Distrito/Estado (local de trabalho)"
"","Como te sentes com produtos novos?","¿Cómo te sientes en relación con los productos nuevos?"
"","Eu prefiro fazer compras: ","Prefiero comprar:"
"","Telemóvel/Smartphone","Móvil/Smartphone"
"","Computador","Ordenador"
"","Jogos/consolas","Juegos/Consolas"
"","Leitor de mp3","Reproductor de MP3"
"","Blogs","Blogs"
"","Qual a dimensão da tua família próxima?","¿Cuál es el tamaño de tu familia cercana?"
"","Qual a dimensão do teu círculo de amigos (a quem te sentes confortável em dizer segredos)?","¿Cuál es el tamaño de tu círculo de amigos (a los que puedes contarles secretos con confianza)?"
"","Qual a dimensão do teu círculo de colegas de trabalho?","¿Cuál es el tamaño de tu círculo de compañeros de trabajo?"
"","Qual a dimensão do teu círculo de conhecimentos (quando os vês na rua, tens com eles um conversa longa)?","¿Cuál es el tamaño de tu círculo de contactos (cuando los ves por la calle tienes una larga conversación con ellos)?"
"","Se fores fazer alguma actividade com os teus amigos como é tomada a decisão?","Si tú y tus amigos decidís realizar una actividad, ¿cómo se toma la decisión?"
"","1. How many weight loss diets have you done in the last 12 months?","1.	¿Cuántas dietas de adelgazamiento has hecho en los últimos 12 meses? "
"","2. What leads you to get involved in a weight loss diet program? ","2.	¿Cuál es el motivo por el que haces una dieta de adelgazamiento? "
"","3. Who encourages you to do a weight loss diet?","3. ¿Quién te anima a hacer una dieta de adelgazamiento? "
"","4. How long do those weight loss diets take? ","4. ¿Cuál es la duración de estas dietas de adelgazamiento? "
"","5. How much weight do you want to lose with a weight loss diet? ","5. ¿Cuánto peso quieres perder con una dieta de adelgazamiento? "
"","6. At that time of the year do you usually take your diet?","6. ¿En qué época del año sueles hacer dieta? "
"","7. What do you usually do to lose weight? ","7. ¿Qué sueles hacer para perder peso? "
"","8. Are you satisfied with the results of the weight loss diets you've done?","8. ¿Estás satisfecho con los resultados de las dietas de adelgazamiento que has hecho? "
"","9. What usually fails in the weight loss diets you've done? ","9. ¿Qué suele fallar en las dietas de adelgazamiento que has hecho? "
"","10. Which features are most valuable to you in a product that helps you to lose weight?","10. ¿Qué características valoras en un producto que ayuda a perder peso? "
"","11. Which weight loss products do you know?","11. ¿Qué productos conoces para perder peso? "
"","12. Have you used any one of these products in the last 24 months? ","12. ¿Has usado alguno de estos productos en los últimos 24 meses? "
"","13. If you did not use any, are you planning to?","13. Si no los has usado, ¿los piensas usar?"
"","13.1. If yes, which one?","13.1. Si es así, ¿cuál?"
"","14. Do you know the XLS Medical TV campaign?","14. ¿Conoces la campaña de TV de XLS Medical?"
"","Now watch this movie:<br/><br/><br/><center> <iframe src=""http://player.vimeo.com/video/39432291"" width=""500"" height=""375"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe></center><br/><br/><br/>15. Do you consider this campaign to be:","Ver ahora esta película:<br/><br/><br/><center> <iframe src=""http://player.vimeo.com/video/39432291"" width=""500"" height=""375"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe></center><br/><br/><br/>15. Consideras la campaña:"
"","16. Do you identify yourself with the image of the campaign?","16. ¿Te identificas con la imagen de la campaña?"
"","17. After watching the movie, would you buy the product?","17. Después de haber visto la película, ¿comprarías el producto?"
"","18. Why?","18. ¿Por qué?"
"","1. Do you see any of these signs of aging? ","1.	¿Presentas alguno de estos signos de envejecimiento? "
"","2. Do you use anti-aging cosmetic products? ","2.	¿Utilizas cosméticos contra el envejecimiento? "
"","3. If so, where do you buy them? ","3.	Si es así, ¿dónde sueles comprar? "
"","4. If so, what brands did you use in the last 6 months? ","4.	Si es así, ¿cuáles son las marcas que has utilizado en los últimos 6 meses? "
"","5. What feature do you value the most in an anti-aging product? ","5.	¿Qué característica es la que más buscas en un producto cosmético antienvejecimiento? "
"","6. How much would you be willing to pay for a cosmetic anti-aging product? ","6.	¿Cuánto estarías dispuesta a pagar por un producto cosmético antienvejecimiento? "
"","7. Would you like to try an innovative cosmetic anti-aging product? ","7.	¿Te gustaría probar un producto innovador de cosmética antienvejecimiento? "
"","8. Why do you think you should be selected for this campaign? ","8.	¿Por qué crees que debes ser seleccionada para esta campaña? "
"","Cell phone/Smartphone","Móvil/Smartphone"
"","Computer","Ordenador"
"","Redes Sociais","Redes sociales"
"","Aproveita e recomenda aos teus amigos:","Disfruta y recomienda a tus amigos:"
"","Escolhe o teu país:","Selecciona tu país:"
"","página","página"
