"location","source","target"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:65 views/campaignGallery/list.fo.temporary.100.en_GB.php:105 views/campaignGallery/list.fo.temporary.100.en_GB.php:145 views/campaignGallery/list.fo.temporary.100.en_GB.php:185 views/campaignGallery/list.fo.temporary.100.en_GB.php:225 views/campaignGallery/list.fo.temporary.100.en_GB.php:265 views/campaignGallery/list.fo.temporary.100.en_GB.php:305 views/campaignGallery/list.fo.temporary.100.en_GB.php:345 views/campaignGallery/list.fo.temporary.100.en_GB.php:385 views/campaignGallery/list.fo.temporary.100.en_GB.php:425 views/campaignGallery/list.fo.temporary.100.en_GB.php:465 views/campaignGallery/list.fo.temporary.100.en_GB.php:505 views/campaignGallery/list.fo.temporary.100.en_GB.php:545 views/campaignGallery/list.fo.temporary.100.en_GB.php:585 views/campaignGallery/list.fo.temporary.100.en_GB.php:625 views/campaignGallery/list.fo.temporary.100.en_GB.php:665 views/campaignGallery/list.fo.temporary.100.php:65 views/campaignGallery/list.fo.temporary.100.php:105 views/campaignGallery/list.fo.temporary.100.php:145 views/campaignGallery/list.fo.temporary.100.php:185 views/campaignGallery/list.fo.temporary.100.php:225 views/campaignGallery/list.fo.temporary.100.php:265 views/campaignGallery/list.fo.temporary.100.php:305 views/campaignGallery/list.fo.temporary.100.php:345 views/campaignGallery/list.fo.temporary.100.php:385 views/campaignGallery/list.fo.temporary.100.php:425 views/campaignGallery/list.fo.temporary.100.php:465 views/campaignGallery/list.fo.temporary.100.php:505 views/campaignGallery/list.fo.temporary.100.php:545 views/campaignGallery/list.fo.temporary.100.php:585 views/campaignGallery/list.fo.temporary.100.php:625 views/campaignGallery/list.fo.temporary.100.php:665 views/campaignGallery/list.fo.temporary.121.es_ES.php:65 views/campaignGallery/list.fo.temporary.121.es_ES.php:105 views/campaignGallery/list.fo.temporary.121.es_ES.php:145 views/campaignGallery/list.fo.temporary.121.es_ES.php:185 views/campaignGallery/list.fo.temporary.121.es_ES.php:225 views/campaignGallery/list.fo.temporary.121.es_ES.php:265 views/campaignGallery/list.fo.temporary.121.es_ES.php:305 views/campaignGallery/list.fo.temporary.121.es_ES.php:345 views/campaignGallery/list.fo.temporary.121.es_ES.php:385 views/campaignGallery/list.fo.temporary.121.es_ES.php:425 views/campaignGallery/list.fo.temporary.121.es_ES.php:465 views/campaignGallery/list.fo.temporary.121.es_ES.php:505 views/campaignGallery/list.fo.temporary.121.es_ES.php:545 views/campaignGallery/list.fo.temporary.121.es_ES.php:585 views/campaignGallery/list.fo.temporary.121.es_ES.php:625 views/campaignGallery/list.fo.temporary.121.es_ES.php:665 views/campaignGallery/list.fo.temporary.366.en_GB.php:65 views/campaignGallery/list.fo.temporary.366.en_GB.php:105 views/campaignGallery/list.fo.temporary.366.en_GB.php:145 views/campaignGallery/list.fo.temporary.366.en_GB.php:185 views/campaignGallery/list.fo.temporary.366.en_GB.php:225 views/campaignGallery/list.fo.temporary.366.en_GB.php:265 views/campaignGallery/list.fo.temporary.366.en_GB.php:305 views/campaignGallery/list.fo.temporary.366.en_GB.php:345 views/campaignGallery/list.fo.temporary.366.en_GB.php:385 views/campaignGallery/list.fo.temporary.366.en_GB.php:425 views/campaignGallery/list.fo.temporary.366.en_GB.php:465 views/campaignGallery/list.fo.temporary.366.en_GB.php:505 views/campaignGallery/list.fo.temporary.366.en_GB.php:545 views/campaignGallery/list.fo.temporary.366.en_GB.php:585 views/campaignGallery/list.fo.temporary.366.en_GB.php:625 views/campaignGallery/list.fo.temporary.366.en_GB.php:665 views/campaignGallery/show.fo.temporary.1001.en_GB.php:18 views/campaignGallery/show.fo.temporary.1001.php:18 views/campaignGallery/show.fo.temporary.1002.en_GB.php:18","Gosto!","Like"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:72 views/campaignGallery/list.fo.temporary.100.en_GB.php:112 views/campaignGallery/list.fo.temporary.100.en_GB.php:152 views/campaignGallery/list.fo.temporary.100.en_GB.php:192 views/campaignGallery/list.fo.temporary.100.en_GB.php:232 views/campaignGallery/list.fo.temporary.100.en_GB.php:272 views/campaignGallery/list.fo.temporary.100.en_GB.php:312 views/campaignGallery/list.fo.temporary.100.en_GB.php:352 views/campaignGallery/list.fo.temporary.100.en_GB.php:392 views/campaignGallery/list.fo.temporary.100.en_GB.php:432 views/campaignGallery/list.fo.temporary.100.en_GB.php:472 views/campaignGallery/list.fo.temporary.100.en_GB.php:512 views/campaignGallery/list.fo.temporary.100.en_GB.php:552 views/campaignGallery/list.fo.temporary.100.en_GB.php:592 views/campaignGallery/list.fo.temporary.100.en_GB.php:632 views/campaignGallery/list.fo.temporary.100.en_GB.php:672 views/campaignGallery/list.fo.temporary.100.php:72 views/campaignGallery/list.fo.temporary.100.php:112 views/campaignGallery/list.fo.temporary.100.php:152 views/campaignGallery/list.fo.temporary.100.php:192 views/campaignGallery/list.fo.temporary.100.php:232 views/campaignGallery/list.fo.temporary.100.php:272 views/campaignGallery/list.fo.temporary.100.php:312 views/campaignGallery/list.fo.temporary.100.php:352 views/campaignGallery/list.fo.temporary.100.php:392 views/campaignGallery/list.fo.temporary.100.php:432 views/campaignGallery/list.fo.temporary.100.php:472 views/campaignGallery/list.fo.temporary.100.php:512 views/campaignGallery/list.fo.temporary.100.php:552 views/campaignGallery/list.fo.temporary.100.php:592 views/campaignGallery/list.fo.temporary.100.php:632 views/campaignGallery/list.fo.temporary.100.php:672 views/campaignGallery/list.fo.temporary.121.es_ES.php:72 views/campaignGallery/list.fo.temporary.121.es_ES.php:112 views/campaignGallery/list.fo.temporary.121.es_ES.php:152 views/campaignGallery/list.fo.temporary.121.es_ES.php:192 views/campaignGallery/list.fo.temporary.121.es_ES.php:232 views/campaignGallery/list.fo.temporary.121.es_ES.php:272 views/campaignGallery/list.fo.temporary.121.es_ES.php:312 views/campaignGallery/list.fo.temporary.121.es_ES.php:352 views/campaignGallery/list.fo.temporary.121.es_ES.php:392 views/campaignGallery/list.fo.temporary.121.es_ES.php:432 views/campaignGallery/list.fo.temporary.121.es_ES.php:472 views/campaignGallery/list.fo.temporary.121.es_ES.php:512 views/campaignGallery/list.fo.temporary.121.es_ES.php:552 views/campaignGallery/list.fo.temporary.121.es_ES.php:592 views/campaignGallery/list.fo.temporary.121.es_ES.php:632 views/campaignGallery/list.fo.temporary.121.es_ES.php:672 views/campaignGallery/list.fo.temporary.366.en_GB.php:72 views/campaignGallery/list.fo.temporary.366.en_GB.php:112 views/campaignGallery/list.fo.temporary.366.en_GB.php:152 views/campaignGallery/list.fo.temporary.366.en_GB.php:192 views/campaignGallery/list.fo.temporary.366.en_GB.php:232 views/campaignGallery/list.fo.temporary.366.en_GB.php:272 views/campaignGallery/list.fo.temporary.366.en_GB.php:312 views/campaignGallery/list.fo.temporary.366.en_GB.php:352 views/campaignGallery/list.fo.temporary.366.en_GB.php:392 views/campaignGallery/list.fo.temporary.366.en_GB.php:432 views/campaignGallery/list.fo.temporary.366.en_GB.php:472 views/campaignGallery/list.fo.temporary.366.en_GB.php:512 views/campaignGallery/list.fo.temporary.366.en_GB.php:552 views/campaignGallery/list.fo.temporary.366.en_GB.php:592 views/campaignGallery/list.fo.temporary.366.en_GB.php:632 views/campaignGallery/list.fo.temporary.366.en_GB.php:672 views/campaignGallery/show.fo.temporary.1001.en_GB.php:25 views/campaignGallery/show.fo.temporary.1001.php:25 views/campaignGallery/show.fo.temporary.1002.en_GB.php:25","Já votaste!","ψήφισες ήδη"
"views/campaignGallery/show.fo.temporary.1001.en_GB.php:39 views/campaignGallery/show.fo.temporary.1001.php:39 views/campaignGallery/show.fo.temporary.1002.en_GB.php:39","Enviar a amigos","Στείλτο σε φίλους"
"views/change_password/request_change_password.php:32","change_password::form::title - Mudança de password","Επεξεργασία κωδικού πρόσβασης"
"views/change_password/request_change_password.php:33","change_password::form::message1 - Escreve em baixo a tua nova password","Νέος κωδικός πρόσβασης"
"views/change_password/request_change_password.php:34","change_password::form::message2 - Depois de confirmares a mudança receberás por email a confirmação.","Μετά την επιβεβαίωση της αλλαγής θα λάβεις email επιβεβαίωσης"
"views/change_password/request_change_password.php:35","change_password::form::submit_button_text - ok.","Αποθήκευση"
"views/change_password/request_change_password.php:37","new password","Νέο συνθηματικό"
"views/change_password/request_change_password.php:38","password confirmation","Επιβεβαίωση συνθηματικού "
"views/components/fileUpload.php:19","A enviar... Por favor aguarde.","Μεταφόρτωση... Παρακαλώ περιμένετε."
"views/components/landing_top.php:65","Partilha com os teus amigos:","Μοιράσου το με τους φίλους σου:"
"views/components/slider.php:73","Mais informações","Περισσότερες πληροφορίες"
"views/components/teaserRegisterForm.php:34 views/components/teaserRegisterForm.php:35 views/components/teaserRegisterForm.php:36","Email","Email"
"views/components/teaserRegisterForm.php:43","Submeter","Υποβολή  "
"views/components/login/login_form.php:15","Username ou email","Όνομα χρήστη ή email"
"views/components/login/login_form.php:18","Password","Κωδικός πρόσβασης"
"views/components/login/login_form.php:21","login::remember_me",""
"views/components/login/login_form.php:23","label::sign_in Sign in","είσοδος"
"views/components/login/login_form.php:25","login::recover_password","Ανάκτηση κωδικού πρόσβασης"
"views/components/login/user_info.php:4","Bem-vindo(a)","Καλώς ήρθες"
"views/components/login/user_info.php:10","Logout","Αποσύνδεση"
"views/dashboard/header.php:63 views/default/logged_in_homepage.php:160","Perfil","Προφίλ"
"views/dashboard/header.php:64","Avaliação","Localization"
"views/dashboard/header.php:65","Buzz","Buzz"
"views/dashboard/header.php:66","Histórias","Ιστορικός "
"views/default/default.php:20","Como funciona","Πώς λειτουργεί"
"views/default/logged_in_homepage.php:63","Tens notificações novas! Clica aqui.","Έχεις νέα μηνύματα. Κάνε κλικ εδώ."
"views/default/logged_in_homepage.php:82","default::logged_in_homepage::campaign_section_title The first campaigns are about to begin. Stay tuned to your email.","Οι πρώτες καμπάνιες ξεκινούν σύντομα. Μείνε συντονισμένος/η στο email σου! "
"views/default/logged_in_homepage.php:86","default::logged_in_homepage::campaign_section_line_1 Meanwhile:","Στο μεταξύ: "
"views/default/logged_in_homepage.php:88","default::logged_in_homepage::campaign_section_line_2 - Keep your profile complete and  updated. With that you have more opportunities to be selected for campaigns that interest you;","- Κράτα το προφίλ σου συμπληρωμένο και ενημερωμένο. Έτσι θα έχεις περισσότερες πιθανότητες να σε επιλέξουμε για τις καμπάνιες που θα σε ενδιαφέρουν "
"views/default/logged_in_homepage.php:91","default::logged_in_homepage::campaign_section_line_3 - Learn more about how to be an ambassador, with our training program;","- Μάθε περισσότερα για το πώς να είσαι ambassador, με το εκπαιδευτικό μας πρόγραμμα"
"views/default/logged_in_homepage.php:94","default::logged_in_homepage::campaign_section_line_4 - Start now spreading the word and recommending our community to your friends. You get points for each one that registers.","- Άρχισε τώρα να μοιράζεσαι τα νέα και να συστήνεις την κοινότητά μας στους φίλους σου. Για κάθε έναν που γράφεται θα σου προσφέρουμε πόντους."
"views/default/logged_in_homepage.php:97","default::logged_in_homepage::campaign_section_line_5 Good Luck!","Καλή τύχη! "
"views/default/logged_in_homepage.php:162","Completa o teu perfil.","Συμπλήρωσε το προφίλ σου"
"views/default/logged_in_homepage.php:177 views/default/logged_in_homepage.php:186","Ver","Εμφάνιση"
"views/default/logged_in_homepage.php:191","Pontos totais","Σύνολο πόντων"
"views/default/logged_in_homepage.php:192","Nível ","Επίπεδο"
"views/default/logged_in_homepage.php:193","Código:","Κωδικός:"
"views/error/default.php:24","Tem de fazer Login","Πρέπει να κάνεις login"
"views/error/default.php:28","Ups...algo correu mal!","Oυπς... Κάτι πήγε στραβά! "
"views/error/default.php:50","Não está Login","Δεν έχεις κάνει login"
"views/error/default.php:52","404","404"
"views/error/default.php:66","Ocorreu um erro inesperado, se o erro persistir contacte o administrador do site.","Προέκυψε απρόβλεπτο σφάλμα, αν το σφάλμα επιμείνει, επικοινωνείστε με τον διαχειριστή του δικτυακού τόπου."
"views/flags/default.php:7","Ambassadors.com","Ambassadors.com"
"views/flags/default.php:9","word-of-mouth marketing",""
"views/landing_page_video/show_video.php:15","Loading the player. Please wait ...","Loading the player. Please wait ..."
"views/profile/show.fo.php:72","Completa o teu perfil e ganha 150 pontos incluindo 40 pontos de Bónus.","Συμπλήρωσε το προφίλ σου και κέρδισε 160 πόντους, αλλά και 40 μπόνους πόντους."
"views/profile/show.fo.php:74","Completa o teu perfil","Συμπλήρωσε το προφίλ σου"
"views/profile/show.fo.php:91 views/profile/show.fo.php:142 views/profile/show.fo.php:209","Pontos","Πόντοι"
"views/profile/show.fo.php:92","Nível","Επίπεδο"
"views/profile/show.fo.php:99","pontos ganhos","πόντοι που κέρδισες"
"views/profile/show.fo.php:101","%d amigos teus inscreveram-se em embaixadores.com utilizando o teu código de convite","%d από τους φίλους σου έγιναν μέλη στο Ambassadors.com χρησιμοποιώντας τον κωδικό πρόσκλησης"
"views/profile/show.fo.php:141","Categorias","Κατηγορίες"
"views/profile/show.fo.php:147","Ganhos","Έχεις κερδίσει"
"views/profile/show.fo.php:148","Disponíveis","Διαθέσιμοι"
"views/profile/show.fo.php:149","Percentagem preenchida","Ποσοστό συμπλήρωσης"
"views/profile/show.fo.php:193","Liga o teu perfil ás redes sociais e expande a tua influência online!","Συνέδεσε το προφίλ σου με κοινωνικά δίκτυα και επέκτεινε την επιρροή σου στο διαδίκτυο! "
"views/profile/show.fo.php:255","pts.","πόντοι"
"views/profile/show.fo.php:369","Editar","Επεξεργασία"
"views/profile_form/show.fo.form.php:152","Parte %d","Μέρος %d"
"views/questions/free_response_DATE.php:23","Jan","Ιαν"
"views/questions/free_response_DATE.php:23","Fev","Φεβ"
"views/questions/free_response_DATE.php:23","Mar","Μαρ"
"views/questions/free_response_DATE.php:23","Abr","Απρ"
"views/questions/free_response_DATE.php:23","Mai","Μαι"
"views/questions/free_response_DATE.php:23","Jun","Ιουν"
"views/questions/free_response_DATE.php:23","Jul","Ιουλ"
"views/questions/free_response_DATE.php:23","Ago","Αυγ"
"views/questions/free_response_DATE.php:23","Set","Σεπ"
"views/questions/free_response_DATE.php:23","Out","Οκτ"
"views/questions/free_response_DATE.php:23","Nov","Νοε"
"views/questions/free_response_DATE.php:23","Dez","Δεκ"
"views/questions/free_response_DATE.php:24","Janeiro","Ιανουάριος"
"views/questions/free_response_DATE.php:24","Fevereiro","Φεβρουάριος"
"views/questions/free_response_DATE.php:24","Março","Μάρτιος"
"views/questions/free_response_DATE.php:24","Abril","Απρίλιος"
"views/questions/free_response_DATE.php:24","Maio","Μάιος "
"views/questions/free_response_DATE.php:24","Junho","Ιούνιος"
"views/questions/free_response_DATE.php:24","Julho","Ιούλιος"
"views/questions/free_response_DATE.php:24","Agosto","Αύγουστος"
"views/questions/free_response_DATE.php:24","Setembro","Σεπτέμβριος"
"views/questions/free_response_DATE.php:24","Outubro","Οκτώβριος"
"views/questions/free_response_DATE.php:24","Novembro","Νοέμβριος"
"views/questions/free_response_DATE.php:24","Dezembro","Δεκέμβριος"
"views/questions/free_response_DATE.php:25","Dom","Κυρ"
"views/questions/free_response_DATE.php:25","Seg","Δευ"
"views/questions/free_response_DATE.php:25","Ter","Τρι"
"views/questions/free_response_DATE.php:25","Qua","Τετ"
"views/questions/free_response_DATE.php:25","Qui","Πεμ"
"views/questions/free_response_DATE.php:25","Sex","Παρ"
"views/questions/free_response_DATE.php:25","Sab","Σαβ"
"views/questions/free_response_DATE.php:26","Domingo","Κυριακή "
"views/questions/free_response_DATE.php:26","Segunda","Δευτέρα"
"views/questions/free_response_DATE.php:26","Terça","Τρίτη "
"views/questions/free_response_DATE.php:26","Quarta","Τετάρτη"
"views/questions/free_response_DATE.php:26","Quinta","Πέμπτη"
"views/questions/free_response_DATE.php:26","Sexta","Παρασκευή "
"views/questions/free_response_DATE.php:26","Sábado","Σάββατο"
"views/questions/free_response_DATE.php:27","Hoje","Σήμερα"
"views/questions/free_response_DATE.php:28","X","X"
"views/questions/free_response_DATE.php:29","Seguinte","Επόμενο"
"views/questions/free_response_DATE.php:30","Anterior","Προηγούμενο"
"views/questions/multiple_choice_multiple_response_checkbox.php:57 views/questions/multiple_choice_single_response_radiobutton.php:45","outra","Άλλο"
"views/questions/profile_interests.php:39","profile::interests::activity - Activity","Δραστηριότητα"
"views/questions/profile_interests.php:40","profile::interests::activity - What do you think you are","Τι επίπεδο είσαι;"
"views/questions/profile_interests.php:41","profile::interests::activity - Frequency","Συχνότητα"
"views/questions/profile_social_networks.php:103","Qual o url da conta","Ποιο είναι το url του λογαριασμού σου;"
"views/questions/profile_social_networks.php:118","profile:social_networks:contacts_quantity:question - Número de contatos","Αριθμός επαφών"
"views/questions/profile_social_networks.php:183","profile:social_networks:time_spent:question - Com que regularidade utilizas?","Πόσο συχνά το χρησιμοποιείς;"
"views/questions/profile_social_networks.php:246","profile:social_networks:behaviour:question - Qual o teu comportamentos (escolhe o que mais se adequa ao teu estilo)","Ποια είναι η συνήθης συμπεριφορά σου;"
"views/questions/question.php:102","Esta pergunta é obrigatória.","Η ερώτηση είναι απαραίτητη."
"views/recover_password/recover_password.php:19","recover_password::recover_password::text Depois de confirmares a mudança receberás por email a confirmação.","Μετά την επιβεβαίωση της αλλαγής θα λάβεις email επιβεβαίωσης"
"views/recover_password/recover_password.php:29","label::Password; Password",""
"views/recover_password/recover_password.php:48","label:confirm_password Confirmar password","Επιβεβαίωση συνθηματικού"
"views/recover_password/recover_password.php:67","label::Ok Ok","Αποθήκευση"
"views/recover_password/request_recover_password.php:28","request_password_recover_email::text","διεύθυνση email"
"views/recover_password/request_recover_password.php:32","request_password_recover_email_field::Email:","Email"
"views/registration/default.form.php:39","Embaixadores","Ambassadors"
"views/registration/default.form.php:204","Nome próprio","Όνομα "
"views/registration/default.form.php:213","Apelido","Επώνυμο"
"views/registration/default.form.php:231","Confirmar email","Επιβεβαίωση Email"
"views/registration/default.form.php:251","Confirmar password","Επιβεβαίωση συνθηματικού"
"views/registration/default.form.php:262 views/registration/default.form.php:265","Código de convite","Κωδικός πρόσκλησης"
"views/registration/default.form.php:264","Se recebeste um código de convite de um amigo, insere-o aqui. Vais ganhar pontos adicionais se o fizeres. Se não tiveres um código de convite deixa o campo vazio e continua.","Εάν έλαβες κωδικό πρόσκλησης από φίλο, μπορείς να τον εισάγεις εδώ. Έτσι θα κερδίσεις έξτρα πόντους. Εάν δεν έχεις κωδικό πρόσκλησης, μπορείς να αφήσεις κενό το πεδίο και να προχωρήσεις."
"views/registration/default.form.php:279 views/registration/default.form.php:281 views/registration/default.form.php:282","Verificação de SPAM","Έλεγχος SPAM:"
"views/registration/default.form.php:307","Insira código","Εισαγωγή κωδικού:"
"views/registration/default.form.php:310 views/registration/default.form.php:311","Insere aqui o texto que vês ao lado",""
"views/registration/default.form.php:335","Li e aceito a política de","Έχω διαβάσει και αποδέχομαι"
"views/registration/default.form.php:342","Privacidade","Πολιτική Προστασίας Προσωπικών Δεδομένων"
"views/registration/default.form.php:343","Termos e Condições de Utilização","Όροι και Προϋποθέσεις Χρήσης"
"views/registration/default.form.php:344","Respeitamos a tua privacidade. Nunca te enviaremos spam ou partilharemos a tua informação pessoal com ninguém sem o teu consentimento.","Σεβόμαστε τα προσωπικά σου δεδομένα. Δεν θα σου στείλουμε ποτέ spam, ούτε θα μοιραστούμε τα προσωπικά σου δεδομένα με άλλους χωρίς τη συγκατάθεσή σου."
"views/registration/default.form.php:349","Registar","Εγγραφή"
"views/registration/show.php:25","Back to My profile",""
"views/registration/show.php:84","registration::show::change_email_link_label - Click here to change your email","κάνε κλικ εδώ για να αλλάξεις τη διεύθυνση email σου"
"views/registration/show.php:95","registration::show::change_password_link_label - Click here to change your password","κάνε κλικ εδώ για να αλλάξεις τον κωδικό πρόσβασης"
"views/registration/show.php:104","registration::show::update::button::text","Αποθήκευση"
"views/registration/update_mail.php:28","registration::update_email::explanation_text Please fill the form. an email will be sent to your current address for you to update your email you must click the link on the mail","Μπορείς να εισάγεις εδώ τη νέα διεύθυνση email σου"
"views/registration/update_mail.php:42","Email confirmation","Επιβεβαίωση Email"
"views/survey/list.fo.php:96"," por responder","Δεν έχει απαντηθεί"
"views/survey/list.fo.php:118"," respondidos","Έχει απαντηθεί"
"views/survey/list.fo.survey.detailed.php:48 views/survey/list.fo.survey.summary.php:51","De","Από"
"views/survey/list.fo.survey.detailed.php:79 views/survey/list.fo.survey.summary.php:79","Ainda não preencheste Relatório WOM","Δεν έχεις συμπληρώσει την αναφορά WOM"
"views/survey/list.fo.survey.detailed.php:80 views/survey/list.fo.survey.summary.php:80","You did not fullfill this questionnaire.",""
"views/survey/list.fo.survey.summary.php:49","Clique para deixar de receber questionários desta categoria","Κάνε κλικ εδώ για να σταματήσεις να λαμβάνεις ερωτηματολόγια για αυτή την κατηγορία."
"views/survey/show.fo.form.inner.page.matrix.php:5","Nunca","Ποτέ"
"views/survey/show.fo.form.inner.page.matrix.php:6","Diaramente","Καθημερινά"
"views/survey/show.fo.form.inner.php:333","Página sem questões","Σελίδα χωρίς ερωτήσεις"
"views/survey/show.fo.form.inner.php:342","salvar","αποθήκευση"
"views/survey/show.fo.form.inner.php:374","A gravação dos teus dados no formulário é feita automaticamente.","Τα στοιχεία σου αποθηκεύονται αυτόματα"
"views/survey/show.fo.form.inner.php:393","página anterior","προηγούμενη σελίδα"
"views/survey/show.fo.form.inner.php:399","próxima página","επόμενη σελίδα"
"views/survey/show.fo.form.inner.php:419","%d de %d","%d Από %d"
"views/survey/show.fo.form.php:81","Voltar","Στρατιωτικός"
"views/survey/show.fo.form.php:121","Por favor, responde a todas as questões do questionário.","Παρακαλούμε απάντησε σε όλες τις ερωτήσεις του ερωτηματολογίου"
"views/survey/show.fo.form.php:125 views/survey/show.fo.form.php:154","Questionário completo. Obrigado por responderes.","Το ερωτηματολόγιο συμπληρώθηκε. Ευχαριστούμε για τις απαντήσεις σου."
"views/survey/show.fo.form.php:134 views/survey/show.fo.form.php:170","Progresso:","Πρόοδος:"
"views/survey/show.fo.form.php:156","Acabaste de ganhar %d pontos!","Μόλις κέρδισες %d πόντους!"
"views/tellafriend/email_content.php:33","Título:","Θέμα: "
"views/tellafriend/email_content.php:37","Mensagem:","Μήνυμα:"
"views/tellafriend/email_set_recipients.php:29","Clica aqui","Κάνε κλικ εδώ"
"views/tellafriend/email_set_recipients.php:29","para usares o teu editor de email ou (2) preenche os campos.","για να χρησιμοποιήσεις το email σου ή (2) συμπλήρωσε τα κενά πεδία "
"views/tellafriend/send_email.php:17","Obrigado por partilhar com os teus amigos!","Ευχαριστούμε που το μοιράστηκες με τους φίλους σου! "
"views/welcomeEmail/default.php:89","Obrigado pelo tempo que dispensaste para aderir à comunidade","Ευχαριστούμε για το χρόνο που αφιέρωσες για την εγγραφή σου στην κοινότητα"
"views/welcomeEmail/default.php:91","Para terminar clica no link seguinte para confirmares a criação  da tua conta:","Για την ολοκλήρωση, κάνε κλικ στο επόμενο link έτσι ώστε να επιβεβαιώσεις τη δημιουργία του λογαριασμού σου:"
"views/welcomeEmail/default.php:94","Aproveita e activa este  e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos  e a participar nas Campanhas e WOMCasts que temos para ti.","Για να μπορείς να λαμβάνεις τα emails μας, που σου επιτρέπουν να παίρνεις μέρος σε Καμπάνιες και WOMCast που θα έχουμε ετοιμάσει για σένα, μπορείς να διαμορφώσεις αυτό το mail ως &ldquo;Safe/Not junk&rdquo;"
"views/welcomeEmail/default.php:114","Por favor não respondas para  este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres  alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um  e-mail para:","Παρακαλούμε μην απαντήσεις σε αυτή τη διεύθυνση email. Είναι μια διεύθυνση που χρησιμοποιείται μόνο για την αποστολή emails. Αν έχεις κάποια ερώτηση ή θέλεις να αναφέρεις κάποιο σφάλμα, παρακαλούμε στείλε μας email στη διεύθυνση:  "
"views/welcomeEmail/default.php:114","Recomendamos que incluas o e-mail %s &nbsp;no teu livro de endereços (address  book).","Σου προτείνουμε να συμπεριλάβεις αυτή τη διεύθυνση email  %s στη λίστα επαφών σου. "
"views/welcomeEmail/default.php:114","Deste modo, evitarás que as mensagens que te enviamos desde %s&nbsp;sejam movidas por erro para a pasta de  correio não desejado do teu e-mail.","Έτσι, τα μηνύματα που θα σου στέλνουμε από το %s&nbsp; δεν θα πηγαίνουν κατά λάθος στο φάκελο με τα SPAM. "
"views/welcomeEmail/default.php:114","Desta forma nunca perderás uma das nossas  campanhas ou WOMCasts.","Για να μην χάσεις ποτέ καμία από τις Καμπάνιες ή τα WOMCasts μας. "
"views/womworld/default.php:53","Comunidades no mundo:","Το WOM στον Κόσμο: "
"views/womworld/default.php:62","País:","Χώρα"
"views/womworld/default.php:63","Embaixadores:","Ambassadors:"
"views/womworld/default.php:83 views/womworld/default.php:91","brevemente","έρχεται σύντομα"
"views/womworld/default.php:99","aberto","Ανοιχτό"
"views/zOffline/default.php:38 views/zOffline/show_offline_message.php:38 views/zOffline/special_login.php:51","Este site encontra-se temporariamente indisponível para manutenção.","This site is temporarily unavailable due to maintenance."
"views/zOffline/default.php:39 views/zOffline/show_offline_message.php:39 views/zOffline/special_login.php:52","Lamentamos qualquer inconveniente.","We sorry for any inconvenience caused."
"views/zOffline/default.php:40 views/zOffline/show_offline_message.php:40 views/zOffline/special_login.php:53","Por favor volte mais tarde.","Please come back later."
"views/zOffline/special_login.php:59","Login:","Είσοδος:"
"views/zOffline/special_login.php:67","Password:","Συνθηματικό:"
"zzzHtmlSnapshots/survey.php:362 zzzHtmlSnapshots/survey.php:393","Localização","Localization"
"zzzHtmlSnapshots/survey.php:429 zzzHtmlSnapshots/survey.php:460","Interesses","Interests"
"","A password não pode ser ""olamaria""","You cannot use ""olamaria"" as password."
"","Campanhas <br /> <span class=""menuTabs1bAtivo""> em curso</span>","Τρέχουσες <br /> <span class=""menuTabs1bAtivo""> καμπάνιες</span>"
""," campanhas","καμπάνιες"
"","Campanhas <br /> <span class=""menuTabs1b""> terminadas</span>","Καμπάνιες <br /> <span class=""menuTabs1bAtivo""> που έχουν ολοκληρωθεί</span>"
"","MSN","MSN"
"","label::password_recovery password_recovery","Ανάκτηση κωδικού πρόσβασης"
"","Clica na foto para actualizar","Κλικ στη φωτογραφία για αναβάθμιση"
"","Data de nascimento ","Ημερομηνία γέννησης"
"","Nível de ensino concluído","Επίπεδο εκπαίδευσης"
"","Nacionalidade","Εθνικότητα"
"","Estado Civil","Οικογενειακή κατάσταση"
"","Número de filhos","Αριθμός επαφών"
"","Número de telemóvel - Código do país","Κινητό τηλέφωνο - κωδικός χώρας"
"","Número de telemóvel ","Κινητό τηλέφωνο - αριθμός"
"","Morada","Διεύθυνση (οικίας)"
"","Codigo Postal","ΤΚ (οικίας)"
"","Cidade","Πόλη (οικίας)"
"","Distrito/Estado","Νομός (οικίας)"
"","País","Χώρα (οικίας)"
"","Morada Alternativa","Διεύθυνση (εναλλακτική)"
"","Codigo Postal Alternativo","ΤΚ (εναλλακτική)"
"","Cidade Alternativa","Πόλη (εναλλακτική)"
"","Distrito/Estado Alternativo","Νομός (εναλλακτική)"
"","Dentro destas atividades, quais é que tens interesse e com que frequência praticas?","Ποια είναι τα ενδιαφέροντά σου και πόσο συχνά ασχολείσαι με αυτά; "
"","Em que redes sociais possuis contas","Σε πόσες πλατφόρμες κοινωνικής δικτύωσης έχεις λογαριασμό;"
"","Qual o url do blog?","Ποιο είναι το url του λογαριασμού σου;"
"","Qual a tua situação laboral?","Ποια είναι η επαγγελματική σου κατάσταση; "
"","Qual a tua profissão?","Eπάγγελμα "
"","Morada (local de trabalho)","Διεύθυνση (εργασίας)"
"","Codigo Postal (local de trabalho)","ΤΚ (εργασίας)"
